Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier
367,2018-01-24,Aye Finance,Finance,Online Lending,Gurgaon,IFMR Capital,Debt Funding,6240.0,549120.0,No Remark,Tier 1 India
368,2018-01-25,GreyAtom,Technology,Education,Mumbai,Pravega Vetures,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
369,2018-01-26,Axio,Health & Wellness,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,7400.0,651200.0,No Remark,Tier 1 India
370,2018-01-29,eKincare,Health & Wellness,Technology,Hyderabad,"Vetureast, Ediya Parters, Eight Roads Vetures, Touchstoe Equities, BVR Moha Reddy",Private Equity,1500.0,132000.0,No Remark,Tier 1 India
371,2018-01-29,The Wedding Brigade,Consumer Internet,Online Services,Mumbai,Blume Vetures,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
372,2018-01-30,PeeSafe,Health & Wellness,Hygiene,Gurgaon,"Shivai Sigh, Rahul Maroli, Mitesh Shah, Veture Catalysts, Alfa Capital, Gree Shots Capital, Real Time Vetures.",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
373,2018-01-30,BrowserStack,Technology,Browser Testing,Mumbai,Accel Parters,Private Equity,50000.0,4400000.0,No Remark,Tier 1 India
374,2018-01-30,Scapic,Technology,Virtual Reality,Bengaluru,"Axilor Vetures, Newfort Capital",Seed/Angel Funding,500.0,44000.0,No Remark,Tier 1 India
375,2018-01-30,MoneyOnMobile,Technology,Mobile Payment Platform,Mumbai,Udisclosed Ivestors,Private Equity,7600.0,668800.0,No Remark,Tier 1 India
376,2018-01-30,CureFit,Health & Wellness,Fitness,Bengaluru,"HDFC Bak, Axis Bak",Debt Funding,10000.0,880000.0,No Remark,Tier 1 India
377,2018-01-31,iNurture,Technology,Education Solutions,Bengaluru,Vetureast,Private Equity,4400.0,387200.0,No Remark,Tier 1 India
378,2017-12-05,Dunzo,Technology,Daily Task Management Mobile App,Bengaluru,Google,Private Equity,12300.0,1082400.0,No Remark,Tier 1 India
379,2017-12-05,Tata Housing,Real Estate,Residential Project,Mumbai,Hies,Private Equity,23000.0,2024000.0,No Remark,Tier 1 India
380,2017-12-05,HandyTrain,Technology,Mobile Learning Management Platform,Goa,NB Vetures,Private Equity,1000.0,88000.0,No Remark,Tier 2/3 India
381,2017-12-05,Mobycy,Technology,Bicycle sharing Platform,Gurgaon,Udisclosed Ivestors,Seed/Angel Funding,500.0,44000.0,No Remark,Tier 1 India
382,2017-12-06,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,"Apis Parter, Eight Roads Vetures, Bamboo Capital Parters",Private Equity,60000.0,5280000.0,No Remark,Tier 1 India
383,2017-12-06,Fintobox,Technology,Child Learning & Development Platform,Chennai,Lightbox,Private Equity,7000.0,616000.0,No Remark,Tier 1 India
384,2017-12-07,Mswipe,Technology,Mobile point of sale services provider,Mumbai,Eduardo Saveri,Private Equity,10000.0,880000.0,No Remark,Tier 1 India
385,2017-12-07,The Label Life,E-Commerce,Home Decor and Online Fashion Portal,Mumbai,Kalpvriksh,Private Equity,3100.0,272800.0,No Remark,Tier 1 India
386,2017-12-07,Cygnus Hospitals,Health & Wellness,Super speciality Hospitals,Gurgaon,Somerset Idus Capital Vetures,Seed/Angel Funding,750.0,66000.0,No Remark,Tier 1 India
387,2017-12-07,eShakti,E-Commerce,"""Women\\\\'s Fashion Clothing Online Platform""",Chennai,IDG Vetures,Debt Funding,2300.0,202400.0,No Remark,Tier 1 India
388,2017-12-08,Inshorts,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
389,2017-12-11,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,New Delhi,"Sigapore Agel Network, Mumbai Agel",Private Equity,1500.0,132000.0,No Remark,Tier 1 India
390,2017-12-11,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed/Angel Funding,50.0,4400.0,No Remark,Tier 1 India
391,2017-12-11,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bengaluru,Village Capital,Seed/Angel Funding,50.0,4400.0,No Remark,Tier 1 India
392,2017-12-11,Furlenco,Technology,Furniture Rental Platform,Bengaluru,Aamir Kha,Debt Funding,1200.0,105600.0,No Remark,Tier 1 India
393,2017-12-12,I Can Stay,Technology,Hotel Aggregator Platform,New Delhi,HT Media,Private Equity,1800.0,158400.0,No Remark,Tier 1 India
394,2017-12-12,Simility,Technology,Adaptive Fraud Intelligence Platform,Hyderabad,Accel Parters,Private Equity,17500.0,1540000.0,No Remark,Tier 1 India
395,2017-12-12,Shopholix,E-Commerce,Fashion and Lifestyle Coupon Platform,Gurgaon,Muesh Khaa,Seed/Angel Funding,233.0,20504.0,No Remark,Tier 1 India
396,2017-12-13,MindTickle,Technology,Gamification Platform to train Sales People,Pune,Caaa Parters,Private Equity,27000.0,2376000.0,No Remark,Tier 1 India
397,2017-12-13,Nazara Technologies,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhujhuwala,Private Equity,27000.0,2376000.0,No Remark,Tier 1 India
398,2017-12-13,DocsApp,Technology,Mobile Application for Doctor Consultation,Bengaluru,Bessemer Veture Parters,Private Equity,7200.0,633600.0,No Remark,Tier 1 India
399,2017-12-14,Tea Box,E-Commerce,Fresh Indian Tea Selling Platform across 112 countries,Bengaluru,RB Ivestmets,Private Equity,7000.0,616000.0,No Remark,Tier 1 India
400,2017-12-14,Transversal Technologies,Technology,Hyperlocal Video Information Sharing Platform,Bengaluru,Matrix Parters,Private Equity,6000.0,528000.0,No Remark,Tier 1 India
401,2017-12-14,Curofy,Technology,Mobile App for Network of Doctors,Gurgaon,RoudGlass Parters LLC,Seed/Angel Funding,250.0,22000.0,No Remark,Tier 1 India
402,2017-12-14,HomeLane,E-Commerce,Online Furniture Marketplace,Bengaluru,"Accel Parters, Sequoia Capital, RB Ivestmets",Private Equity,10000.0,880000.0,No Remark,Tier 1 India
403,2017-12-15,Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,"Moutai Pai Capital, Sucoast Ivestmets",Seed/Angel Funding,537.0,47256.0,No Remark,Tier 1 India
404,2017-12-15,Cash Suvidha,E-Commerce,Online Micro-Lending Platform,New Delhi,Ukow,Debt Funding,2700.0,237600.0,No Remark,Tier 1 India
405,2017-12-19,Springboard,Technology,Online Courses and Mentoring from Experts,Bengaluru,"Costaoa, Lear Capital, Jyoti Basal",Private Equity,9500.0,836000.0,No Remark,Tier 1 India
406,2017-12-19,9Stacks,Technology,Online Poker Platform,New Delhi,"Swati Gupta, Purima Khadelwal, Maheshwar Peri, Sajay Sigh",Private Equity,1500.0,132000.0,No Remark,Tier 1 India
407,2017-12-20,Your Quote,Technology,Vernacular and Video Content Platform,Bengaluru,"Axilor Vetures, E-City VEtures Atul Goel",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
408,2017-12-20,Spandana Sphoorty,Finance,Micro finance institution providing small ticket unsecured loans to women,Hyderabad,"""Kedaraa Capital, Otario Teachers'""",Private Equity,19500.0,1716000.0,No Remark,Tier 1 India
409,2017-12-21,Indus OS,Technology,Regional Operating System for Smartphones,Mumbai,Omidyar Network,Private Equity,4000.0,352000.0,No Remark,Tier 1 India
410,2017-12-21,EasyEcom,E-Commerce,Ecommerce enabler platform,Bengaluru,"Ambarish Gupta, Aeesh Reddy, Bold Vetures, Voa Ivestmets",Seed/Angel Funding,150.0,13200.0,No Remark,Tier 1 India
411,2017-12-26,Specsmakers,E-Commerce,Online Spects Platform for Men and Women,Chennai,Eight Roads Vetures Idia,Private Equity,10000.0,880000.0,No Remark,Tier 1 India
412,2017-12-27,Foyr.com,Technology,Realty Tech Startup solving real life Interior Designing problems,Hyderabad,Joes Lag LaSalle,Private Equity,3800.0,334400.0,No Remark,Tier 1 India
413,2017-11-02,Prest Loans,Finance,Business & SME Loans provider,New Delhi,"Maish Poddar, Aru Garg, Parmeshwar Sharma",Seed Funding,570.0,50160.0,No Remark,Tier 1 India
414,2017-11-03,Vagupu,Technology,Online Tutorial Marketplace,Bengaluru,Udisclosed Ivestors,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
415,2017-11-03,Kalpnik Technologies,Technology,VR based Spiritual platform,Bengaluru,Veture Catalysts,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
416,2017-11-04,Hevo Data,Technology,Real time data analytics & reporting,Bengaluru,IDG Vetures Idia,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
417,2017-11-07,DocTalk,Technology,Doctor Patient Communication platform,Mumbai,"Matrix Parters Idia, Khosla Vetures",Private Equity,5000.0,440000.0,No Remark,Tier 1 India
418,2017-11-07,CoveIoT,Technology,Wearable tech and Internet of Things platform,Bengaluru,"Tita Co Ltd, Tata Groupxe2x80x99s watch ad jewellery retailig firm",Private Equity,5000.0,440000.0,No Remark,Tier 1 India
419,2017-11-08,TalentEdge,Technology,Distance Education Learning Platform,Bengaluru,Lumis Parters,Private Equity,7600.0,668800.0,No Remark,Tier 1 India
420,2017-11-08,Fisdom,Finance,Mutual Fund Investment App,Bengaluru,Quoa Capital Maagemet,Private Equity,3000.0,264000.0,No Remark,Tier 1 India
421,2017-11-08,FarmLink,E-Commerce,Online platform for Agricultural products,Mumbai,"Pioeerig Vetures, Sygeta AG",Private Equity,3000.0,264000.0,No Remark,Tier 1 India
422,2017-11-08,OpenApp,Technology,IoT based Tech Startup,Bengaluru,"Axilor Vetures, Kumar Vembu",Private Equity,3600.0,316800.0,No Remark,Tier 1 India
423,2017-11-09,NoPaperForms,Technology,Enrolment Management Platform,New Delhi,Ifo Edge,Seed Funding,872.0,76736.0,No Remark,Tier 1 India
424,2017-11-10,Qubole,Technology,Big Data based analytics platform,Bengaluru,"Sigtel, Iov8, Harmoy Parters",Private Equity,25000.0,2200000.0,No Remark,Tier 1 India
425,2017-11-13,Universal Sportsbiz Pvt. Ltd,E-Commerce,Celebrity fashion accessories and merchandise,Mumbai,Accel Parters,Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
426,2017-11-14,Active AI,Technology,AI based FinTech platform,Bengaluru,Vertex Vetures,Private Equity,8250.0,726000.0,No Remark,Tier 1 India
427,2017-11-15,Sumeru,Technology,Banking Software License Platform,Bengaluru,Udisclosed Ivestors,Seed Funding,900.0,79200.0,No Remark,Tier 1 India
428,2017-11-15,Omnia Information,Technology,WiFi Analytics Platform,New Delhi,Omidyar Network,Private Equity,3000.0,264000.0,No Remark,Tier 1 India
429,2017-11-17,Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Udisclosed Ivestors,Seed/Angel Funding,200.0,17600.0,No Remark,Tier 1 India
430,2017-11-20,ONN Bikes,Technology,Self riding bike rental program,Mumbai,Z Natio Lab,Seed/Angel Funding,692.0,60896.0,No Remark,Tier 1 India
431,2017-11-21,Rapido,Technology,Bike and Taxi pooling online platform,Hyderabad,"Skycatcher Fud, Aravid Saka",Seed/Angel Funding,329.23,28972.24,No Remark,Tier 1 India
432,2017-11-21,Heckyl,Technology,Big Data Analytics Platform,Mumbai,"Notio Capital, IDG Vetures",Private Equity,2700.0,237600.0,No Remark,Tier 1 India
433,2017-11-21,Nuvepro,Technology,Managed Cloud Environment Solutions,Mumbai,1Crowd,Seed/Angel Funding,400.0,35200.0,No Remark,Tier 1 India
434,2017-11-21,RedBook,Technology,AI based pharmacy drugs insights platform,Mumbai,"Vida Vetures, Dr. Airuddha Malpai",Seed/Angel Funding,250.0,22000.0,No Remark,Tier 1 India
435,2017-11-21,Portea,Health & Wellness,Healthcare facilities at doorstep,Bengaluru,"Sabre Parters, MEMG CDC",Private Equity,26000.0,2288000.0,No Remark,Tier 1 India
436,2017-11-21,Epiq Capital,Finance,Tech based investor firm,Mumbai,Global Istitutioal Ivestors,Private Equity,200000.0,17600000.0,No Remark,Tier 1 India
437,2017-11-24,IDG Ventures,Finance,Venture Capitalist,Bengaluru,Uiliver Vetures,Private Equity,10000.0,880000.0,No Remark,Tier 1 India
438,2017-11-24,TempGo,Technology,IoT and SaaS based transportation platform,Goa,Javeli StartupO Victory Fud,Seed/Angel Funding,250.0,22000.0,No Remark,Tier 2/3 India
439,2017-11-27,Edelweiss,Finance,Diversified Financial,Mumbai,Udisclosed ivestors,Private Equity,270000.0,23760000.0,No Remark,Tier 1 India
440,2017-11-27,ERA,Technology,Identity management platform,Mumbai,Amit Pati,Seed/Angel Funding,39.0,3432.0,No Remark,Tier 1 India
441,2017-11-27,Smaaash,Technology,Virtual Reality based gaming platform,Mumbai,Sixth Sese Vetures,Private Equity,3800.0,334400.0,No Remark,Tier 1 India
442,2017-11-28,Chumbak,Lifestyle,Designer-led consumer products,Bengaluru,Gaja Capital,Private Equity,13000.0,1144000.0,No Remark,Tier 1 India
443,2017-11-28,FR8,Technology,Online Truck aggregator platform,Chennai,IFMR Capital,Debt Funding,1500.0,132000.0,No Remark,Tier 1 India
444,2017-11-28,MobieFit,Health & Wellness,Health and fitness based mobile App,Goa,"NB Vetures, MediAssist",Seed/Angel Funding,1350.0,118800.0,No Remark,Tier 2/3 India
445,2017-11-28,Stanza Living,Technology,Student accommodation platform,New Delhi,"Matrix PArters, Accel",Private Equity,2000.0,176000.0,No Remark,Tier 1 India
446,2017-10-03,Ola Cabs,Consumer Internet,App based cab hailing services,Bengaluru,"Tecet, Softbak Group",Private Equity,110000.0,9680000.0,No Remark,Tier 1 India
447,2017-10-04,CollPoll,Consumer Internet,Education collaboration platform,Bengaluru,Sprout Agels,Seed Funding,306.0,26928.0,No Remark,Tier 1 India
448,2017-10-04,PhonePe,Consumer Internet,Digital Wallet,Bengaluru,Flipkart,Private Equity,38700.0,3405600.0,No Remark,Tier 1 India
449,2017-10-05,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,"Blume Vetures, IDG Vetures & Idia Agel Network",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
450,2017-10-05,Oorjan,Technology,rooftop solar platform,Mumbai,Globevestor,Seed Funding,450.0,39600.0,No Remark,Tier 1 India
451,2017-10-05,Zefo,E-Commerce,Ecommerce Portal for Used Goods,Bengaluru,"Sequoia Idia, Helio Veture Parters, Beeext",Private Equity,9200.0,809600.0,No Remark,Tier 1 India
452,2017-10-06,Yaantra,E-Commerce,Mobile repair and Refurbishment platform,New Delhi,Carpediem Capital,Private Equity,3100.0,272800.0,No Remark,Tier 1 India
453,2017-10-06,Farm Taaza,Technology,Fresh Produce SCM company,Bengaluru,"Epsilo Veture Parters, Tara Idia Fud IV ad others",Private Equity,8000.0,704000.0,No Remark,Tier 1 India
454,2017-10-06,Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bengaluru,"Das Capital, Axa Parters, Das Capital ad IT Farm",Private Equity,10000.0,880000.0,No Remark,Tier 1 India
455,2017-10-06,Slice Pay,Consumer Internet,Student Micro-financing platform,Bengaluru,"Das Capital, Simile Vetures",Private Equity,2000.0,176000.0,No Remark,Tier 1 India
456,2017-10-09,MyGubbi,E-Commerce,Home Interior Designing Seller,Bengaluru,"Firoze Irai, Vipul Parekh, Aada Kallugadde, Rajesh K Murthy",Private Equity,2700.0,237600.0,No Remark,Tier 1 India
457,2017-10-09,OneStepUp,Technology,Education Technology platform,New Delhi,Oriet BlackSwa,Seed Funding,336.0,29568.0,No Remark,Tier 1 India
458,2017-10-10,Parallel Dots,Technology,AI-powered deep learning solutions,Gurgaon,"Multipoit Capital,",Private Equity,1400.0,123200.0,No Remark,Tier 1 India
459,2017-10-10,Easy Diner,Consumer Internet,online restaurant reservation platform,Gurgaon,Saama Capital ad DSG Cosumer Parters,Private Equity,4500.0,396000.0,No Remark,Tier 1 India
460,2017-10-11,Meesho,E-Commerce,Online Reseller Network,Bengaluru,"SAIF Parters, YCombiator, Veture Highway",Private Equity,3100.0,272800.0,No Remark,Tier 1 India
461,2017-10-11,StanPlus,Logistics,Medical Transportation Services,Hyderabad,KStart Capital,Private Equity,1100.0,96800.0,No Remark,Tier 1 India
462,2017-10-12,UCLID,Technology,"Education Network for Institutions, teachers & Students",Hyderabad,Udisclosed ivestors,Seed Funding,235.0,20680.0,No Remark,Tier 1 India
463,2017-10-13,Policy Bazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,"Welligto Maagemet, DG Vetures Idia, True North",Private Equity,77000.0,6776000.0,No Remark,Tier 1 India
464,2017-10-13,Gapoon,Consumer Internet,home maintenance services platform,Bengaluru,"Vida Vetures, Sehal Matri, Ashu Bahadur",Seed Funding,250.0,22000.0,No Remark,Tier 1 India
465,2017-10-13,Chaayos,E-Commerce,Online Chai ordering platform,Gurgaon,Tiger Global Maagemet,Private Equity,2000.0,176000.0,No Remark,Tier 1 India
466,2017-10-16,KrazyBee,Consumer Internet,Micro-lending platform,Bengaluru,"Xiaomi Techologies, Shuwei Capital",Private Equity,8000.0,704000.0,No Remark,Tier 1 India
467,2017-10-16,Renew Buy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,9200.0,809600.0,No Remark,Tier 1 India
468,2017-10-17,Fingerlix,Consumer Internet,Food Ordering Portal,Bengaluru,"Accel Parters, Zephyr Peacock",Private Equity,7000.0,616000.0,No Remark,Tier 1 India
469,2017-10-18,Bank Bazaar,Consumer Internet,Online Financial Marketplace,Chennai,Experia,Private Equity,7000.0,616000.0,No Remark,Tier 1 India
470,2017-10-18,BlackBuck,Logistics,B2B Logistics provider,Bengaluru,Iove Capital,Private Equity,7700.0,677600.0,No Remark,Tier 1 India
471,2017-10-18,LenDen Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Udisclosed Ivestor,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
472,2017-10-23,Toppr,Consumer Internet,Mobile based learning app,Mumbai,"SAIF Parters, Helio Vetures, FIL Capital Maagemet",Private Equity,7000.0,616000.0,No Remark,Tier 1 India
473,2017-10-23,RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,"DSG Cosumer Parters, Sequoia Capital, Saama Capital",Private Equity,6000.0,528000.0,No Remark,Tier 1 India
474,2017-10-23,Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital,Debt Funding,3100.0,272800.0,No Remark,Tier 1 India
475,2017-10-23,Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed Funding,118.0,10384.0,No Remark,Tier 2/3 India
476,2017-10-24,FYRE,Food & Beverage,Herbal energy shot maker,Mumbai,Veture Catalysts,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
477,2017-10-24,ZipLoan,Consumer Internet,SME lending platform,New Delhi,"Matrix Parters Idia, WaterBridge Vetures, Whiteboard Capital, Sarbvir Sigh",Private Equity,3000.0,264000.0,No Remark,Tier 1 India
478,2017-10-24,Skillenza,Consumer Internet,Online Learning Platform,Bengaluru,"Blume Vetures, Idia Agel Network",Seed Funding,722.0,63536.0,No Remark,Tier 1 India
479,2017-10-25,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,"Huch Vetures, Spiral Vetures, 500 Startups, Sigapore Agel Network, Citrus Paymets",Seed Funding,550.0,48400.0,No Remark,Tier 1 India
480,2017-10-26,Big Basket,E-Commerce,Online Grocery portal,Bengaluru,Helio Vetures Parters,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
481,2017-10-27,OfBusiness,Technology,B2B Finance & Fulfilment Network,Gurgaon,Kotak Mahidra Bak,Debt Funding,3800.0,334400.0,No Remark,Tier 1 India
482,2017-10-28,CashFree,Technology,Payments Platform for Marketplaces and Fintechs,New Delhi,Y Combiator,Seed Funding,120.0,10560.0,No Remark,Tier 1 India
483,2017-10-28,Ola Cabs,Consumer Internet,App based cab hailing services,Bengaluru,ANI Techologies Pvt. Ltd,Private Equity,7700.0,677600.0,No Remark,Tier 1 India
484,2017-10-30,GoldFarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahidra & Mahidra ad Ifuse Vetures,Private Equity,2000.0,176000.0,No Remark,Tier 2/3 India
485,2017-10-31,NetMeds,E-Commerce,Online Pharmacy,Chennai,TaCam Ivestmet & Sistema Asia Fud,Private Equity,14000.0,1232000.0,No Remark,Tier 1 India
486,2017-10-31,MSE,Finance,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrisha Damai ad Rakesh Jhujhuwala",Private Equity,32000.0,2816000.0,No Remark,Tier 1 India
487,2017-09-01,Aahaa Stores,E-Commerce,Online B2B store for office supplies,Chennai,YourNest Agel Fud,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
488,2017-09-01,MFine,Consumer Internet,Online Doctor Discovery platform,Bengaluru,"Stellaris Veture Parters, Mayur Abhaya, Rohit MA",Private Equity,1500.0,132000.0,No Remark,Tier 1 India
489,2017-09-01,Canvera,Consumer Internet,Online Photography platform,Mumbai,IfoEdge,Private Equity,1300.0,114400.0,No Remark,Tier 1 India
490,2017-09-04,PrimaryIO,Technology,Application Performance Acceleration,Pune,"Accel Parters, Exfiity Vetures, Partech Vetures",Private Equity,5600.0,492800.0,No Remark,Tier 1 India
491,2017-09-05,Shubh Loans,Consumer Internet,online lending platform,Bengaluru,"SRI Capital, BeeNext, Pravega Vetures",Private Equity,1500.0,132000.0,No Remark,Tier 1 India
492,2017-09-05,Nest Education,Technology,EduTech Platform,Gurgaon,"Michael ad Susa Dell Foudatio, Aad Mahidra",Seed Funding,600.0,52800.0,No Remark,Tier 1 India
493,2017-09-06,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsma Idia, Mayfield Capital, Saama Capital, Darri Capital",Private Equity,10750.0,946000.0,No Remark,Tier 2/3 India
494,2017-09-06,GoFro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,10000.0,880000.0,No Remark,Tier 1 India
495,2017-09-06,OncoStem,Health & Wellness,Medical Diagnostic Solutions,Bengaluru,"Sequoia Capital Idia, Artima Vetures",Private Equity,6000.0,528000.0,No Remark,Tier 1 India
496,2017-09-06,Power2SME,E-Commerce,Buying Club for Small Businesses,Gurgaon,"Iteratioal Fiace Corporatio (IFC), Ivetus Capital Parters, Accel Parters, Kalaari Capital, ad Nada Nilekai,",Private Equity,26000.0,2288000.0,No Remark,Tier 1 India
497,2017-09-07,Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Parters,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
498,2017-09-07,OYO Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBak Group, Sequoia Capital Idia, Lightspeed Veture Parters, Greeoaks Capital, Hero Eterprise",Private Equity,250000.0,22000000.0,No Remark,Tier 1 India
499,2017-09-07,Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,780.0,68640.0,No Remark,Tier 1 India
500,2017-09-07,Seniority,E-Commerce,Ecommerce portal for senior citizens,Pune,RPG Eterprises,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
501,2017-09-08,AYE Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Ivestmet Maagemet,",Debt Funding,6900.0,607200.0,No Remark,Tier 1 India
502,2017-09-11,Ecom Express,Logistics,Logistics Solutions provider,New Delhi,Warburg Picus,Private Equity,30000.0,2640000.0,No Remark,Tier 1 India
503,2017-09-11,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachi Tedulkar, P.V SIdhu, Pullela Gopichad",Private Equity,6200.0,545600.0,No Remark,Tier 1 India
504,2017-09-12,3HCare,Consumer Internet,Healthcare services portal,New Delhi,Udisclosed Ivestor,Seed Funding,100.0,8800.0,No Remark,Tier 1 India
505,2017-09-12,Tonbo Imaging,Technology,Imaging Technology for Armed Forces,Bengaluru,"WRV Capital, Qualcomm Vetures, Edelweiss Private Equity, Artima Vetures",Private Equity,17000.0,1496000.0,No Remark,Tier 1 India
506,2017-09-12,Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fud, Beeext, Idia Agel Network",Private Equity,3000.0,264000.0,No Remark,Tier 1 India
507,2017-09-13,Glowroad,Consumer Internet,women focussed customer-to-customer reseller network,Bengaluru,"Accel Parters,",Private Equity,2000.0,176000.0,No Remark,Tier 1 India
508,2017-09-13,OYO Rooms,Consumer Internet,udget hotel marketplace,Gurgaon,Chia Lodgig Group,Private Equity,10000.0,880000.0,No Remark,Tier 1 India
509,2017-09-13,Unacademy,Consumer Internet,Online learning platform,Mumbai,"Sequoia Capital Idia, SAIF Parters, Nexus Veture Parters ad Blume Vetures,",Private Equity,11500.0,1012000.0,No Remark,Tier 1 India
510,2017-09-13,Heterogenous,Technology,Telecom & IoT platform,Chennai,"Cheai Agels, Keiretsu Forum & Others",Seed Funding,780.0,68640.0,No Remark,Tier 1 India
511,2017-09-14,Smaaash,Technology,Virtual Reality gaming and entertainment platform,Mumbai,ECL Fiace,Private Equity,44000.0,3872000.0,No Remark,Tier 1 India
512,2017-09-14,WheelStreet,Consumer Portal,Bike Rental Platform,Bengaluru,Y Combiator,Seed Funding,120.0,10560.0,No Remark,Tier 1 India
513,2017-09-18,The Moms Co,E-Commerce,Pregnancy & Baby Care product etailer,Gurgaon,"DSG Cosumer Parters, Saama Capital",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
514,2017-09-19,High Radius,Technology,Integrated receivables software solutions,Hyderabad,Susquehaa Growth Equity LLC,Private Equity,50000.0,4400000.0,No Remark,Tier 1 India
515,2017-09-21,SaveBC,Finance,financial services firm,Gaya,Icofi Ivestmet Maagemet.,Private Equity,6000.0,528000.0,No Remark,Tier 2/3 India
516,2017-09-21,Homergize,E-Commerce,Home Furnishing & Building material marketplace,Bengaluru,LG Chadrasekhar,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
517,2017-09-22,Yatra.com,E-Commerce,Online Travel Agency,Gurgaon,IoVe Capital Idia,Debt Funding,15400.0,1355200.0,No Remark,Tier 1 India
518,2017-09-25,Synup,Technology,SME Marketing Management Solution,Bengaluru,"Vertex Vetures, Prime Veture Parters.",Private Equity,6000.0,528000.0,No Remark,Tier 1 India
519,2017-09-25,Rapido,Consumer Internet,Bike Aggregator Mobile App,Bengaluru,Battery Road Digital Holdigs LLC,Seed Funding,422.0,37136.0,No Remark,Tier 1 India
520,2017-09-25,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,Mehul Shah,Seed Funding,150.0,13200.0,No Remark,Tier 1 India
521,2017-09-27,Transerve,Technology,Geospatial Technology-based SaaS solutions,Mumbai,"IL&FS Ivestmet Maagers, Omidyar Network.",Private Equity,1600.0,140800.0,No Remark,Tier 1 India
522,2017-09-27,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bengaluru,"Blume Vetures, Goldbell Group, Aurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohaa ad Rahul Garg",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
523,2017-09-27,MyUpchar,Consumer Internet,Local Language Health Information portal,New Delhi,LetsVeture,Seed Funding,300.0,26400.0,No Remark,Tier 1 India
524,2017-09-28,Aadyah,Technology,Defense Tech & Aerospace startup,Bengaluru,Keiretsu Forum,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
525,2017-08-01,TouchKin,Technology,Predictive Care Platform,Bengaluru,Kae Capital,Private Equity,1300.0,114400.0,No Remark,Tier 1 India
526,2017-08-02,Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"Kual Shah, LetsVeture, Aupam Mittal, Hetal Sopal",Seed Funding,500.0,44000.0,No Remark,Tier 1 India
